type,id,amount,oldbalanceOrig,newbalanceOrig,oldbalanceRec,newbalanceRec,Country,senders_name,ReceiversBank,SendersBank,receiver_name,TransactionDates,isFraud
debit,eb2fbdc1-9a67-4b35-81f3-103260b4ea1a,34559.29,35563.32,1004.03,84151.97,118711.26,Canada,Whitney Singh,Kotak Mahindra Bank,DBS Bank,Lindsay Lyons,2022-06-21,False
cash_out,161f77a1-bac3-4057-aeb8-6221172f0d9b,39610.15,77176.73,37566.58,52007.41,91617.56,Singapore,Autumn Owens,HSBC,Bank of America,Julie Wilson,2021-03-10,False
cash_out,8ab923d9-9dac-498c-9ae8-25df1fcc47d5,25362.32,99960.38,74598.06,41302.99,66665.31,UK,April Day,Standard Chartered,Standard Chartered,Christopher Jennings,2023-02-14,False
debit,4fe194df-5803-4721-bba4-f59d3a9cdb46,45580.99,71443.46,25862.47,96000.16,141581.15,UK,Mrs. Tammy Jackson MD,Deutsche Bank,Barclays,John Moody,2022-08-18,False
debit,c875ccb0-1063-42a6-8b75-8c9e5b1c0589,16758.83,29996.52,13237.69,14916.55,31675.38,USA,Charles Stewart,State Bank of India,Barclays,April Richards,2022-04-01,False
transfer,dea2ba39-778e-4449-8eb9-3d5455e0d5f6,32991.91,36920.75,3928.84,34365.93,67357.84,USA,James Gonzales,HSBC,State Bank of India,Stacy Cantu,2021-08-27,False
cash_out,b8d1a219-633d-46f7-9299-0b0a4c05017a,21494.88,33946.08,12451.2,84983.49,106478.37,UK,Emily Rodriguez,ICICI Bank,Kotak Mahindra Bank,Shelby Fletcher,2023-01-08,False
cash_out,b2552041-3042-4f1c-8aa1-554ea85cd56f,31243.27,81189.53,49946.26,79412.03,110655.3,Germany,Donald Franco,HDFC Bank,Kotak Mahindra Bank,Debra King,2022-09-30,False
debit,3361aaea-eeda-46ad-afea-7b438fbbe178,21935.61,116948.71,95013.1,21503.55,43439.16,UK,Angela Peterson,Deutsche Bank,HDFC Bank,Martha Baker,2022-07-01,False
cash_out,776ad8ca-e614-4d25-aeb0-669cb43d523f,22430.03,70836.19,48406.16,44427.74,66857.77,UK,Michael Cox,DBS Bank,Standard Chartered,Mark Davis,2020-11-16,False
debit,cb21ca7c-6879-45e7-8c39-3b76d3b664cd,34453.38,88793.68,54340.3,33309.96,67763.34,USA,Shelly Frye,Standard Chartered,ICICI Bank,Karen Sanders,2021-11-18,False
cash_out,8f0b3361-43af-47d0-b64e-036487faeca0,8452.91,46609.95,38157.04,55329.72,63782.63,France,Lisa Bryant,Wells Fargo,UBS,Caleb Grant,2024-03-22,False
debit,881c5e72-e5b7-49e9-90a5-5194761a6589,47123.31,139698.55,92575.24,20151.98,67275.29,France,Ryan Howard,Wells Fargo,Standard Chartered,Matthew Ruiz,2021-06-26,False
debit,e4f078a1-c89d-43e7-b060-ee6319279b44,21985.49,72852.21,50866.72,58808.09,80793.58,Singapore,Patrick Walsh,Kotak Mahindra Bank,ICICI Bank,Connor Benton,2021-02-22,False
transfer,a817e5b6-7dfb-47bb-ae63-69c6fa631ace,13533.47,96075.08,82541.61,30471.4,44004.87,India,Andrew Maxwell MD,Standard Chartered,HSBC,Traci Duffy,2024-12-29,False
debit,157cfccf-1cd3-4e35-9e8c-b5c9543f8116,36377.41,53806.86,17429.45,68912.86,105290.27,France,Pamela Alexander,HSBC,ICICI Bank,Brady Williams,2024-06-24,False
cash_out,37c8494a-09a9-4234-ab94-9656022b6950,35100.22,51354.32,16254.1,80725.21,115825.43,Canada,Mr. Randy Mayo,Kotak Mahindra Bank,State Bank of India,Victoria Brown,2024-11-15,False
transfer,029f550e-6fd7-4975-b51f-c729123ae438,40827.79,91669.71,50841.92,65524.89,106352.68,Singapore,Marisa James,Wells Fargo,Barclays,Becky Murphy,2020-09-20,False
debit,07f50e8c-dddc-424c-a589-f0620111031f,795.82,17370.75,16574.93,59673.66,60469.48,Singapore,Donald Morales,HSBC,HSBC,Beth Anderson,2023-12-24,False
debit,57e1a96a-db18-4d6e-bd7f-299a8568411e,31564.65,44132.95,12568.3,63437.45,95002.1,Canada,Brian Young,DBS Bank,Standard Chartered,Julia Torres,2024-03-14,False
transfer,5430c8c3-b780-406a-82ca-68d5b033ee83,38172.62,103327.71,65155.09,12557.13,50729.75,France,Benjamin Sandoval,HSBC,Barclays,Ernest Smith,2023-08-15,False
cash_out,f93c8859-011b-4348-8981-1f35c10750bc,22347.23,57909.66,35562.43,33233.21,55580.44,USA,Kenneth Smith,DBS Bank,Standard Chartered,Tracey Jackson,2022-04-21,False
debit,71242c2b-23c0-4037-abb0-47fe1f0eb665,32732.86,98491.48,65758.62,57070.06,89802.92,Canada,Mark Smith,State Bank of India,Wells Fargo,Mindy Strong,2023-04-11,False
debit,368850cc-f53a-4178-bffc-4bc19a7a6bbd,4538.41,24562.03,20023.62,84186.3,88724.71,UK,Kathryn Alvarez,HSBC,Kotak Mahindra Bank,Steven Jones,2022-09-20,False
transfer,c0f5de46-714f-4be5-9306-19e43347216c,13099.23,33159.96,20060.73,35120.07,48219.3,Canada,Jessica Zimmerman,ICICI Bank,UBS,Deanna Powell,2022-09-08,False
cash_out,bf901d97-2149-4cf1-9bbc-f27aeea0f04e,30173.24,120844.56,90671.32,77430.33,107603.57,France,Christopher Baker,State Bank of India,Kotak Mahindra Bank,David Morris,2023-05-14,False
debit,a8290f3c-86b4-452c-b170-46b930807a5d,15851.0,16692.86,841.86,67410.31,83261.31,Germany,Angela Lewis,ICICI Bank,Deutsche Bank,Neil Schmidt,2024-11-15,False
cash_out,e8b5bef1-e26d-4b54-b4b9-38c4407a75be,9868.3,55718.94,45850.64,68075.87,77944.17,India,Morgan Martinez,UBS,State Bank of India,Michael Smith,2023-10-05,False
transfer,51bd6448-83da-4ffc-9922-1546888142d7,14708.91,66674.88,51965.97,30292.84,45001.75,Singapore,Trevor Wright,ICICI Bank,Chase Bank,David Woods,2020-08-05,False
cash_out,03f54e71-cada-4d4a-9c2f-952c2583eb38,40381.0,82921.57,42540.57,47168.91,87549.91,UK,John Brown,DBS Bank,Wells Fargo,Jared Chan,2024-09-05,False
debit,fa75aac4-e3b2-4723-a5a9-d49d27345c84,37596.35,94860.46,57264.11,20435.03,58031.38,Canada,Natalie Diaz,Standard Chartered,State Bank of India,Billy Larson,2022-05-03,False
debit,77a7bc18-9d81-42e6-978d-54c16ea077a7,29606.96,52982.55,23375.59,5753.44,35360.4,UK,Darren Sanchez,Chase Bank,DBS Bank,Tasha Martin,2022-10-23,False
transfer,d1980f59-6ab2-4d7b-b2f4-40fffe3299f7,40573.3,103132.65,62559.35,56567.29,97140.59,UK,James Sullivan,UBS,UBS,Sheri Thompson,2023-02-06,False
debit,8cb7c456-ac24-406d-9782-31bed43bfab9,46023.88,138100.02,92076.14,2455.89,48479.77,USA,Christopher Perez,State Bank of India,HDFC Bank,Steve West,2023-05-26,False
cash_out,09397f90-53ab-4026-90ee-e90463f62d0b,9365.4,73304.86,63939.46,20259.91,29625.31,India,Alicia Patton,HSBC,ICICI Bank,Eric Olsen,2023-03-28,False
cash_out,9d1f9b84-1f59-4346-83f5-09b48819fb29,16494.86,101944.84,85449.98,53767.15,70262.01,France,Jeanette Simpson,Bank of America,ICICI Bank,Curtis Wright,2021-03-02,False
debit,beca74c0-7ef9-4d87-89ff-a4282aa29720,43788.77,134966.44,91177.67,21425.97,65214.74,USA,Susan Medina,Kotak Mahindra Bank,ICICI Bank,Joseph Delgado,2024-02-27,False
cash_out,ad4ec302-d614-474c-8156-571ac4fb7870,2284.75,77878.49,75593.74,49715.29,52000.04,Germany,Dawn Johnston,HDFC Bank,Bank of America,Tina Thomas,2024-04-17,False
transfer,5bc17b78-8613-4b01-822d-eb9ff11aff4c,34229.38,64646.35,30416.97,82310.67,116540.05,Canada,Laura Berry,Deutsche Bank,Deutsche Bank,Robert Sims,2023-10-30,False
debit,20695dd6-b970-4876-b32e-0a6a623088b1,19169.96,29580.54,10410.58,45683.98,64853.94,India,Christopher Patterson,UBS,UBS,Andrew Herman,2023-12-11,False
cash_out,b646e2b1-7800-427a-9ace-63ccd89c83f6,32334.94,115177.63,82842.69,22059.24,54394.18,India,David Mcdaniel,UBS,Barclays,Richard Anderson,2023-07-07,False
transfer,529b91f9-2c33-49eb-aa40-8161b5d712c4,32632.09,52717.24,20085.15,14509.31,47141.4,India,Carrie Hernandez,HDFC Bank,DBS Bank,David Richards,2023-08-14,False
debit,92803da2-e40b-40e4-8a08-6989833c8f55,12384.14,34536.71,22152.57,73981.62,86365.76,Germany,Roy Johnson,Chase Bank,Bank of America,Kevin Taylor,2020-10-28,False
cash_out,fe7af953-b6dd-4eec-be68-26d24aac3fb6,9143.54,36617.65,27474.11,56505.0,65648.54,Singapore,Pam Smith,UBS,Wells Fargo,Joseph Wright,2020-08-19,False
debit,3a768845-b90f-40b0-b01a-f54e7f4fffd7,20594.76,80811.98,60217.22,39988.62,60583.38,USA,Joseph Moore,DBS Bank,Barclays,John Lee,2025-01-20,False
debit,abb1052a-58fc-48de-8716-1f0cf894331b,32525.62,116288.41,83762.79,38505.87,71031.49,UK,Sharon Taylor,Chase Bank,Kotak Mahindra Bank,Mark Davis,2022-07-31,False
transfer,1221dc8b-5823-4379-823e-8152ab538960,33002.97,77862.6,44859.63,98887.98,131890.95,UK,Chelsea Cook,Bank of America,Deutsche Bank,Donald Skinner,2024-01-14,False
debit,41a09fa0-839f-49a0-be45-2adad7cf1287,27534.08,127386.37,99852.29,22120.63,49654.71,USA,Sarah Davis,UBS,ICICI Bank,Gregory Roy,2024-03-26,False
cash_out,6b6b6654-4f72-4817-9e26-ec1a54829427,37512.62,45738.79,8226.17,72620.74,110133.36,USA,Andrew Young,ICICI Bank,HDFC Bank,Joseph Williams,2024-04-19,False
debit,3cff9604-2057-45da-9a53-2c6eb88af834,23975.97,56407.15,32431.18,75375.17,99351.14,USA,Hayley Duncan,Kotak Mahindra Bank,State Bank of India,Justin Dunn,2020-11-06,False
cash_out,87844aeb-4704-4d5c-877d-f751b238dc14,28359.33,39628.38,11269.05,25534.04,53893.37,USA,Emily Porter,Bank of America,HSBC,Michelle Bush,2025-05-23,False
debit,11ce5dd2-b45e-41f0-b139-d32c93cd59bf,4032.13,33349.96,29317.83,62863.98,66896.11,Singapore,Juan Calderon,Deutsche Bank,Chase Bank,Natasha Colin,2023-07-14,True
cash_out,e2aa6dc7-7208-438e-bd57-ef69332ac35a,284.82,71045.39,70760.57,77099.06,77383.88,Germany,Tammy Mckee,Barclays,Barclays,Brendan Richardson,2021-07-28,False
debit,00fd5206-2ef4-4eb1-a9eb-f7828d039e8f,40000.35,110562.85,70562.5,18409.18,58409.53,Singapore,Luis Black,DBS Bank,Deutsche Bank,Stacey Burke,2024-09-06,False
cash_out,d08faff0-676d-4654-845e-8f4ec256f224,33736.16,98127.49,64391.33,91345.53,125081.69,Canada,Beth Cross,ICICI Bank,DBS Bank,Justin Lin,2024-08-27,False
debit,f01a5097-9ed0-4e5f-b3bc-57914882f6eb,46092.7,57969.31,11876.61,85231.78,131324.48,India,Carla Graham,Chase Bank,ICICI Bank,Melissa Kim,2022-11-18,False
transfer,b1c8f504-9490-48e9-932a-341e69a0afc0,27254.51,65047.26,37792.75,323.29,27577.8,UK,Daniel Cunningham,Kotak Mahindra Bank,DBS Bank,Katie Ramirez,2021-01-11,False
transfer,5b40f1ee-a65f-473f-a5ad-0f8c78ed3b00,26479.84,49369.16,22889.32,9853.98,36333.82,Canada,Bruce Morse,UBS,DBS Bank,Melissa Young,2022-10-20,False
transfer,b35581af-e60b-4cda-bc1d-af680a635020,39687.08,72612.19,32925.11,3388.27,43075.35,Canada,Steven Chen,Bank of America,Kotak Mahindra Bank,Anthony Henderson,2025-01-28,False
debit,d79e5352-651b-4f2e-9930-203b9903dc7f,22254.57,85339.0,63084.43,6920.54,29175.11,Canada,Alexandra Bell,Kotak Mahindra Bank,Kotak Mahindra Bank,Lauren Hill,2024-09-23,False
transfer,ffcaa648-ceab-4efb-b4b8-d5a816174371,46689.24,83599.43,36910.19,12850.07,59539.31,Canada,Catherine Thompson,Deutsche Bank,Barclays,Tammy Dickerson,2023-08-08,False
transfer,5a820f9c-cbfc-4b63-8e7f-ed2688e6988a,2066.54,48800.47,46733.93,10346.06,12412.6,India,Robin Sullivan,Bank of America,HSBC,Hannah Padilla,2020-08-31,False
transfer,cc2ac789-632b-44c5-b416-e62633ed4fa6,16774.8,21323.5,4548.7,32760.98,49535.78,India,Mr. Tyler Shaw Jr.,Standard Chartered,HSBC,Wayne Robinson,2022-05-31,False
cash_out,1e2f98c0-beb5-477c-94c2-994c6f02b934,19560.28,84516.92,64956.64,82491.46,102051.74,Canada,Gabriela Gonzales,Standard Chartered,DBS Bank,Charles Tucker,2021-09-15,False
cash_out,3976efe2-d364-4351-a242-57ba4f0c4e62,29112.74,111852.4,82739.66,82069.69,111182.43,UK,Brandon Jacobson,UBS,HDFC Bank,Lisa Rodriguez,2025-02-11,False
transfer,f2c0f954-b779-4136-841b-63ffbe4cff8e,43561.22,119376.53,75815.31,11267.48,54828.7,USA,David Gonzalez,Deutsche Bank,UBS,Jamie Atkins,2024-05-21,False
cash_out,a29eaa64-7fa2-452f-aad2-79b69089e827,19890.78,45298.12,25407.34,74169.7,94060.48,Germany,Emily Frazier,UBS,HDFC Bank,Cody Foster,2023-12-04,False
debit,1c079728-73c3-4c65-b048-9c72990f8a79,1738.03,96310.14,94572.11,96149.9,97887.93,Canada,Jessica Moody,State Bank of India,Bank of America,Bryan Miller,2022-11-02,False
debit,f0541b11-dcd3-47d9-9194-3ca16ef7af66,14349.24,60434.35,46085.11,31122.84,45472.08,Canada,Anthony Martinez,HSBC,DBS Bank,Brandy French,2022-04-08,False
transfer,1b2375d0-b38f-40f2-8dd8-67e55f26b2a6,8818.27,94764.44,85946.17,50347.89,59166.16,Singapore,Amy Taylor,Chase Bank,ICICI Bank,Alexander Hanna,2021-09-03,False
cash_out,ba697671-0601-46ab-b390-9c410f80e42c,46970.74,145962.33,98991.59,64318.08,111288.82,France,Kyle Houston,Chase Bank,ICICI Bank,Todd Rodriguez,2023-11-22,False
cash_out,d8db7c0d-5078-4d93-ad38-6b7d4398bf37,2323.02,34040.39,31717.37,51009.09,53332.11,France,Lisa Reyes,ICICI Bank,HDFC Bank,Eugene Collins,2020-09-05,False
cash_out,da150895-aad8-4ab6-91d8-0f9b30c9c0c5,266.95,71463.64,71196.69,21899.91,22166.86,France,Lori Webb,Deutsche Bank,Wells Fargo,Dennis Daniels,2025-01-29,False
debit,6c306bdc-18f0-4055-8c47-dcfb62181e89,24520.43,36314.04,11793.61,7944.92,32465.35,India,Cheryl Gomez,Kotak Mahindra Bank,Bank of America,Zoe French,2021-09-16,False
transfer,3f60a866-7d44-42fe-8ef7-8b37fed2ef2c,13050.99,61635.34,48584.35,6696.68,19747.67,USA,Andrew Mathis,State Bank of India,Bank of America,Susan Cohen,2020-09-02,False
transfer,04190e9c-d3b7-4554-973b-b4a65809c32f,5650.13,55099.52,49449.39,17657.29,23307.42,India,Victor Robinson,UBS,Deutsche Bank,Brandy Cook,2023-05-23,False
transfer,df032b09-3093-4e60-aac7-655275a5c7fb,19692.35,60282.33,40589.98,77008.88,96701.23,USA,Angie Smith,Barclays,HDFC Bank,Kimberly Wilkins,2022-06-28,False
debit,812db6a6-53ba-4d3f-87c1-551f038a325a,24309.1,43856.22,19547.12,88096.38,112405.48,UK,Isaiah Ross,HDFC Bank,State Bank of India,Kathy Allison,2024-12-20,False
debit,94991f23-2527-4a81-af75-3baa7d0fd12e,8118.27,43736.1,35617.83,46250.48,54368.75,USA,Dylan Campbell,ICICI Bank,UBS,Wendy Calhoun,2020-08-23,False
transfer,91dc40ef-7f57-486a-851c-e03238e6a191,39639.64,121108.81,81469.17,99693.14,139332.78,Germany,Andrew Gonzalez,Bank of America,UBS,Ryan Wolfe,2024-05-01,False
transfer,82c37c02-893d-4734-9747-ea4a8ced1f41,27622.82,28672.97,1050.15,46135.38,73758.2,Germany,Chris Crane,HDFC Bank,Kotak Mahindra Bank,Ivan Reed,2020-11-02,False
cash_out,36b86a13-8d1b-4ecb-ad79-4edf0dd14338,5242.2,105002.73,99760.53,60331.61,65573.81,France,Mary Cowan,Kotak Mahindra Bank,Chase Bank,Paul Martin,2021-08-19,False
transfer,82050465-3905-45e7-b3b7-b0f1ef2fd986,7512.74,58546.94,51034.2,79917.64,87430.38,France,Sean Chen,Wells Fargo,Wells Fargo,Susan Alvarez,2025-01-27,False
cash_out,d2ed3196-02aa-4c76-90e0-4655a03e9b5d,13039.95,80380.83,67340.88,43379.89,56419.84,India,Kirsten Bowen,Barclays,HDFC Bank,Elizabeth Galloway,2023-12-06,False
cash_out,f9511565-5733-4646-b5b2-0c0898e6f005,5567.59,11623.64,6056.05,2345.6,7913.19,USA,Vanessa Rivera,Chase Bank,DBS Bank,Cassandra Palmer,2022-04-21,False
transfer,a78f9f4d-22b8-4d4f-9649-b9451157b62a,16534.2,47848.79,31314.59,44464.51,60998.71,Germany,Justin Andrews,Barclays,Chase Bank,Matthew Robertson,2023-01-15,False
cash_out,4fcef9da-3e2b-45b1-8580-06131433d237,25760.48,72668.23,46907.75,73382.1,99142.58,Germany,Christopher Estes,HSBC,State Bank of India,Stephanie Allen,2023-11-14,False
transfer,03a3574a-919c-4735-8b33-b7a051634a91,7661.74,53972.36,46310.62,88520.39,96182.13,India,Jessica Hammond,Kotak Mahindra Bank,Standard Chartered,Chelsea Clark,2024-09-27,False
transfer,cc14c8cf-5dda-4d99-9607-bafb146875f8,28113.59,65971.95,37858.36,3462.75,31576.34,UK,David Rose,Barclays,Deutsche Bank,April Palmer,2025-04-06,False
transfer,3eeb89c3-1c62-4bc4-96d3-7c7661ad7fc5,11032.27,69733.51,58701.24,41532.61,52564.88,USA,John Perez,State Bank of India,State Bank of India,Michael Gibbs,2021-08-22,False
debit,7b9431c4-9963-439e-9cbf-32e019d94443,6554.48,54998.37,48443.89,18956.28,25510.76,Singapore,Jackson Jones,Barclays,HSBC,Troy Hughes,2024-05-24,False
cash_out,95ddb4d2-6bb7-4b35-9e78-2c549ea43b8a,46823.72,115320.12,68496.4,55792.23,102615.95,France,Martin Wright,ICICI Bank,Standard Chartered,Kendra Harrell,2022-09-15,False
cash_out,5a43d520-2ec1-45bd-82ff-343b5f2596d5,38724.23,112456.19,73731.96,35903.44,74627.67,Canada,Laura Robinson,Deutsche Bank,HSBC,Christopher Villarreal,2024-12-25,False
debit,6c803a41-dd57-477a-a590-07bd29f8a38e,25248.0,27965.31,2717.31,37445.88,62693.88,USA,Richard Ward,HDFC Bank,UBS,William Parker,2021-07-20,False
transfer,7325be9f-f06a-46ea-b3dd-0af04888171c,22320.29,48981.16,26660.87,26731.91,49052.2,Singapore,Terri Gamble,State Bank of India,HSBC,Lisa Rice,2020-12-28,False
cash_out,3e64d10d-5802-4099-a650-66c1edfbdeb6,46957.48,105003.65,58046.17,94154.52,141112.0,France,Carla Holmes DVM,Barclays,Barclays,Michelle Newman,2024-01-26,False
cash_out,aaf12808-f5c4-4e8c-a66c-7f751f6bc45f,27003.67,97671.8,70668.13,89725.49,116729.16,Germany,Yesenia Mcgee,Chase Bank,HDFC Bank,Robert Davis,2020-11-30,False
transfer,50470347-5ed8-4093-a1f2-9d699194a2fd,39156.28,48932.39,9776.11,68184.52,107340.8,Singapore,Andrew Allen,State Bank of India,HDFC Bank,Jason Smith,2022-06-28,False
transfer,a56a727e-12df-4afd-948c-48affb70e8d4,8683.19,13667.22,4984.03,12992.98,21676.17,France,Matthew Giles,Barclays,UBS,Jessica Roth,2023-03-10,False
transfer,6d4a1259-26d2-4d46-a217-34c6d36fa1c9,45414.61,80887.3,35472.69,13930.35,59344.96,Canada,Andrew Smith,Bank of America,HSBC,Keith Butler,2021-08-03,False
debit,060072c3-ea7a-409e-a77e-e2a9853b0173,26821.76,105207.5,78385.74,96558.98,123380.74,Germany,Marco Garza DVM,Standard Chartered,Chase Bank,Cheryl Ramirez,2023-07-25,False
cash_out,20c6270a-babf-4d99-ad9d-4bd8aeb2f98c,22478.57,87506.33,65027.76,89584.16,112062.73,Germany,Matthew Barrett,State Bank of India,Standard Chartered,Thomas Webb,2020-11-04,False
transfer,c87e488f-c019-457a-aa7f-521ba4fae839,42669.69,108758.6,66088.91,54176.47,96846.16,India,Jennifer Martin,Bank of America,DBS Bank,Teresa Merritt,2021-07-08,False
transfer,3f5e9294-1ab4-42e8-b61c-ab86127870a4,3161.93,69692.98,66531.05,52922.53,56084.46,Germany,Robert Bentley,HSBC,UBS,Christopher Woods,2021-06-07,False
transfer,3c862582-6202-435d-9756-fd3353ae1065,40650.92,136762.36,96111.44,62072.99,102723.91,Canada,Anthony Snyder,HDFC Bank,State Bank of India,Jennifer Martinez MD,2020-11-08,False
transfer,f6ba6f2c-9b46-4b22-8b41-961dd0d56aff,47254.31,130620.1,83365.79,60970.82,108225.13,India,Dr. John Hanna,Deutsche Bank,State Bank of India,Lee Parker,2021-01-23,False
cash_out,4cdcff5e-e508-4a1d-a333-e6ce8cd7706b,42994.64,88196.91,45202.27,47610.54,90605.18,India,Thomas Porter,HDFC Bank,Deutsche Bank,Kayla Olsen,2021-11-02,False
transfer,1888e279-bfbb-444c-94fa-3da05dd4a9d2,14997.18,60183.63,45186.45,42747.2,57744.38,UK,Adrienne Tran,State Bank of India,Bank of America,Ryan Lloyd,2023-03-14,False
debit,b3a11819-01e9-4c8e-bec4-17aae8501160,10780.83,71725.28,60944.45,32165.56,42946.39,Singapore,Eric Haley,Kotak Mahindra Bank,HSBC,Alfred Hines,2021-02-09,False
debit,d42da288-6713-4e6e-9bfb-57971a330548,32978.2,57578.69,24600.49,93524.27,126502.47,Germany,Allison Davis,Barclays,Deutsche Bank,Ernest Taylor,2022-01-29,False
transfer,9793caf2-0ac8-4b80-af7a-0b07c6eaa830,29163.55,68787.16,39623.61,76586.22,105749.77,Germany,Mr. Nathan Nelson,Wells Fargo,Wells Fargo,Patrick Stevens,2020-08-27,False
cash_out,0fe43c25-ba76-4b8b-96af-344243ead84a,29951.32,99091.96,69140.64,50736.12,80687.44,UK,Denise Norton,State Bank of India,UBS,Justin Robles,2022-11-07,False
transfer,bcdfe08f-0353-4324-ad11-bb9a39eda082,44552.77,126772.73,82219.96,67373.63,111926.4,Germany,Scott Reyes,Bank of America,UBS,Rebecca Everett,2024-03-09,False
cash_out,0dcd7f27-322a-4ec8-bc52-cf6c78965c34,11072.48,79363.62,68291.14,92053.41,103125.89,USA,Pamela Hawkins,Standard Chartered,Barclays,Andrew Mckay,2021-11-07,False
cash_out,fa033d6c-822f-42f0-a175-a257fad3b44c,46586.32,85570.94,38984.62,22935.6,69521.92,Canada,Mary Lin,HSBC,Bank of America,Stephen Hughes,2020-08-14,False
debit,5cf71977-0481-4407-bd89-30d40e8faf96,43287.72,126574.35,83286.63,36445.66,79733.38,India,Jo Jones,UBS,Kotak Mahindra Bank,Gregory Lewis,2023-09-25,False
transfer,b6122e40-d57b-4f2b-b15c-fa51c42db4d9,42398.37,137908.19,95509.82,46535.65,88934.02,UK,Omar Cameron,Barclays,HSBC,Matthew Johnson,2022-10-19,False
debit,3f13dd30-8b14-4627-9f35-92ded7d3d448,49664.01,144844.78,95180.77,12817.23,62481.24,France,David Smith,Chase Bank,Barclays,Sandra Davis,2020-08-02,False
debit,4ae66f79-aafc-488f-b851-5359e50ee684,40154.03,133272.03,93118.0,27432.94,67586.97,India,Hunter Alexander,HDFC Bank,DBS Bank,James Clark,2025-05-11,False
debit,b4d96a28-b95f-45e0-a029-d29524e83151,14522.22,64561.59,50039.37,20701.6,35223.82,Germany,Nicole Roberts,Deutsche Bank,ICICI Bank,Guy Rice,2021-04-24,False
transfer,21d35a5d-94c0-4502-974e-3464d74e146f,30890.99,124505.9,93614.91,60963.19,91854.18,India,Caitlin Schwartz,HSBC,Barclays,Laura Edwards,2021-03-30,False
transfer,1d1a123d-b825-4e42-a647-d221cbbfe3c7,32486.85,118217.5,85730.65,40229.82,72716.67,USA,Jason Frye,ICICI Bank,HDFC Bank,Terry Edwards,2025-05-12,False
transfer,6d572692-fb92-4354-b34d-4b136065f5cf,41177.57,135227.11,94049.54,47109.13,88286.7,Germany,Alexa Barber,Standard Chartered,Chase Bank,Richard Garrison,2025-05-09,False
cash_out,6ccb6ae1-b6d3-41ca-81dd-c628bef46f0c,18093.55,61102.15,43008.6,90279.27,108372.82,UK,Yolanda Barron,DBS Bank,Deutsche Bank,Luis Bartlett,2021-07-08,False
cash_out,b2b8866e-0dc8-42a3-b6a0-9035ebfda606,9564.54,27253.66,17689.12,71132.49,80697.03,India,Andrew Jones,Standard Chartered,Wells Fargo,Patrick Lloyd,2025-03-02,False
debit,4db70660-6388-4dea-a698-a3767afb83cc,18563.42,43174.41,24610.99,94457.68,113021.1,Canada,Adam Young,Chase Bank,Kotak Mahindra Bank,Allen Porter,2022-12-19,False
debit,0878023a-fa01-4261-af1f-2d25b588488f,41330.66,133035.66,91705.0,58963.05,100293.71,UK,Nicholas Crosby,ICICI Bank,Standard Chartered,Mark Allen,2024-06-22,False
transfer,01c08038-3c91-4ccc-9538-b109168e8bf6,41415.98,82055.13,40639.15,75237.09,116653.07,India,Jeremiah Huerta,DBS Bank,Chase Bank,Vincent Rodriguez,2023-01-03,False
cash_out,64b6522f-ccf7-4f95-955d-884140048562,14144.52,79150.6,65006.08,77870.19,92014.71,Singapore,Eric Bell,DBS Bank,State Bank of India,Andrea Osborn,2020-07-10,False
debit,80c750d4-8b9a-4113-b81c-9d0b53332e5d,21322.37,60676.59,39354.22,41712.36,63034.73,Singapore,Gary Reid,HDFC Bank,Barclays,Zachary Werner,2020-09-27,False
debit,909dbf10-aa5b-42b1-82a6-5e5250f510d7,9391.64,16632.72,7241.08,16661.61,26053.25,India,Rachel Morales,DBS Bank,Barclays,Stephanie Hogan,2023-02-16,False
transfer,a15edb5f-013a-4c2b-8ac7-644165e5247a,4959.92,94881.51,89921.59,71098.2,76058.12,UK,Gregory Willis,DBS Bank,Standard Chartered,Susan Lopez,2022-11-07,False
transfer,ded4b12d-d749-4973-ba81-88ac3fe60736,12361.95,36565.24,24203.29,75892.92,88254.87,UK,Frank Williams,Standard Chartered,Kotak Mahindra Bank,Tina Ali,2024-06-15,False
transfer,1826f17a-e6b3-47f3-ba7c-e287ebc0639d,23199.72,113053.25,89853.53,45909.92,69109.64,France,Melinda Francis,Deutsche Bank,HDFC Bank,Michael Robertson,2023-07-05,False
